unit_id,ib_arch_l2_s0,ib_arch_om0_s0,ib_arch_s0,ib_base64_l2_s0,ib_base64_om0_s0,ib_base64_s0,ib_base64_s1,ib_base64_s2,ib_champ_l2_s0,ib_champ_l2_s1,ib_champ_l2_s2,ib_champion_s0,ib_champion_s1,ib_champion_s2,ib_champion_s3,ib_champion_s4,ib_fuse256_l2_s0,ib_fuse256_s0,ib_fuse512_s0,ib_ho_s0,ib_no_norm_s0,ib_om0_scale,ib_om1_scale,ib_omission0_l2_s0,ib_omission0_l2_s1,ib_omission0_l2_s2,ib_omission0_s0,ib_omission0_s1,ib_omission0_s2,ib_omission0_s3,ib_omission0_s4,ib_support_all_l2_s0,ib_support_all_s0,ib_support_sd_s0,ib_tmult8_s0
2143,13.940361600589426,12.816181749215962,13.87583734014732,13.447567620354585,12.839765063784576,13.685865076228184,13.39780650332096,13.621012645509325,12.96000417078682,13.31387972088697,13.368291489653364,13.321428618865756,13.27040975654523,13.279829171753944,13.048138241413469,13.382882260446776,13.104225968265297,13.579006098656004,13.076237674449882,13.376744382789068,13.218652583560033,12.73562960724687,13.110659852098768,12.570079413482068,12.463118787040736,12.62734774265645,12.64004290329931,12.609249136283443,12.540583687688114,12.642323347006334,12.653942387090346,13.18398959749334,13.422080089998817,13.43856435500386,13.062573490246876
793,9.084944314937587,8.465425157813408,9.130478147500025,8.969644702095744,8.399542098955548,8.971233044582082,8.997173589353716,8.825961477288198,8.553831518311625,8.992092153709196,8.74022040677458,8.659646899349053,8.679907069563203,8.517233407657386,8.629911869084987,8.623719682114823,8.895034309565757,8.284320596469515,8.515218494754375,8.565888021727545,8.665801323450921,8.516526849137263,8.654660430682563,8.189975129668445,8.334596625947194,8.192704725375322,8.244164244943525,8.306613323055126,8.264738602837253,8.290015100387441,8.234245830593728,8.801433967471212,8.68669619517006,8.753500231877679,8.661022153361666
1143,4.975867750816234,5.119636941718884,4.980649290977802,4.992572740572175,5.129289167866588,4.993303929148745,5.001990653726983,5.040103596746759,4.968285220786207,4.97206542160265,4.939827256665066,4.995756762456556,4.945221021858411,4.918522910966989,4.941697607504626,4.934069805111621,4.919663660917951,4.90728818368572,4.9200581801975405,4.929717016131711,4.981148253876798,5.1178788776019415,4.945836073127252,5.121559757084288,5.102530747122383,5.11253655098519,5.119900402518567,5.107746530884644,5.097510050985673,5.118678090076265,5.092746060176156,4.944757435648569,4.984991552377903,4.955774880174922,4.954418680282033
1300,3.598630639674673,3.8526479032394096,3.634054745888805,3.645703416631885,3.829434681087294,3.64705663696104,3.658015662925193,3.654346332731958,3.5819055430773403,3.60144439384405,3.590318592728708,3.600369710119508,3.578349416769093,3.585251575560737,3.601136736875863,3.608490352350422,3.565366617720919,3.5882034644501064,3.586215418818248,3.587622728877951,3.604055334286943,3.8247789432714927,3.594564200617515,3.8254868760403182,3.804894810527845,3.8189905499463257,3.8141783257444417,3.8160261866501743,3.803173129098771,3.8191924775055583,3.820849865389216,3.5794866180426896,3.6045170803229207,3.5897711806948016,3.561301031364557
1122,3.3737964091731536,3.62209845333532,3.4047326507661886,3.408781100749348,3.5948897550012995,3.4462797851678326,3.399648811387974,3.46625394618728,3.3282681235123475,3.32004873368011,3.3755436188698544,3.332293196762011,3.298627552774161,3.342652293871406,3.336829036120104,3.3214915038464743,3.3049337664815925,3.315046780017165,3.309471024702708,3.323991030368714,3.3060288037073366,3.5582889198513024,3.284695006892564,3.5629890339349783,3.559501393021525,3.547736552644299,3.5550735697197715,3.556211605082302,3.5522361920082046,3.5638915538555525,3.5583662948978803,3.305829711687967,3.335796809681169,3.322665644514587,3.3224022395997475
337,2.849408461474228,2.961522683975441,2.866413999982636,2.8256154414186816,2.954626261785584,2.8437283387609096,2.819056565327951,2.843740693555852,2.76900254048025,2.7370268372897937,2.761100414312384,2.7728567724765822,2.758089684026857,2.7847432214478367,2.763570810123148,2.771543221925398,2.758813348254369,2.757878270143725,2.782647151877718,2.7606312722995656,2.772232455941156,2.9599789435739963,2.7335785538772464,2.925629123661136,2.9144611676363072,2.9153591400585483,2.918083706799544,2.9115660040503277,2.906028302854819,2.9175058549351576,2.9109982375943355,2.765366458973577,2.7484457493502563,2.779428376147289,2.7477427889696195
720,1.8003196042285683,2.0022036945358748,1.7999272244273916,1.8168941094240296,1.997866867761948,1.8277174342397369,1.8308565016789469,1.8108138921762196,1.806532900314982,1.8173046631343748,1.7954629628214231,1.8031360741808296,1.8192489146889348,1.785197769480407,1.804858622730442,1.805911671554068,1.804608506641106,1.7957400264840453,1.7843948528049998,1.7831241911916027,1.814677940471492,2.0049937348894837,1.785926868024874,2.0095760802816742,2.005870261519999,2.010849061262093,1.9989082233761255,1.996241974241373,1.99720634043033,1.998386205692518,1.995411424763846,1.7732871743036838,1.7628845579891768,1.761852972628644,1.79359396344234
94,1.8528743123622584,2.021585680024757,1.8650050190213976,1.9344596170812745,2.0235729993132416,1.945222419866867,1.9255607818826648,1.931162304290476,1.9273157039703896,1.9153138118856492,1.923006411873784,1.9214986959474984,1.9054284929986185,1.940611819380976,1.9133306777993475,1.92654691183351,1.9319758358814667,1.9313760212637456,1.9318054350711733,1.9051008740906747,1.942089184607756,2.044917236380579,2.007523898462152,2.025290926311423,2.027834592384039,2.028559281343119,2.024143542097384,2.0294588441563497,2.028451842408365,2.036404609224917,2.0212589341825358,2.0121452688139456,2.006609279140053,1.9611523589406603,1.9410060736421784
1129,1.7104447072694475,1.8538547697812329,1.660501331833307,1.7253908723009823,1.872743071718466,1.7252854491319247,1.7012033846011418,1.75143596774263,1.6618222559110971,1.67070789281707,1.6553216279349996,1.6561558634184057,1.6599323895783602,1.6380305982334555,1.6372344714405158,1.6499934802698577,1.6740897572941345,1.636564002620036,1.6663243683494755,1.6359623953520983,1.6744465255599048,1.9198142324641203,1.7207592205362632,1.8760437113499728,1.8692115507883065,1.893332491074752,1.8680325094778767,1.88427603632898,1.8824067521771903,1.8735718598035624,1.8809437689270403,1.710452707951428,1.7004361479448655,1.698766109474992,1.655496436987097
664,0.8852385227962363,0.951930483961502,0.8764872010832054,0.8901191661321534,0.9508044627071102,0.8959816941137896,0.9086021941736204,0.8993192571917377,0.8727461530204709,0.8648187234326122,0.8868021259933427,0.8652929644677045,0.8732367660421585,0.8838217393817291,0.8799855056655853,0.8696017732125652,0.8614619614042094,0.8550911647997511,0.8639358779566964,0.8478100275671665,0.8611861486985505,0.9466996389135692,0.9067481730438048,0.9280920785752764,0.9369984702788564,0.9410974060970004,0.9375833695625256,0.9299120396532178,0.9335839483422154,0.933388271784201,0.9395908640038168,0.8748123767008837,0.8694832985151725,0.8663624354969053,0.8690981716586916
